country_name,country_code,continent,region,population,life_expect,life_satisfaction,undernourishment,obesity,cbn_poverty,electricity,drinking_water_basic,sanitation_basic,clean_cooking_gbd,air_pollution_particles,air_pollution_ozone,uhc_who,dtp3,unmet_contraception,lower_secondary_school,unemployment_ilo,social_support,freedom,voice,stability,alcohol,HIV_unaids_untreated,gdp
Guatemala,GTM,Americas,Latin America and the Caribbean,15565959.42857143,72.12714285714286,6.307423251015799,16.88571428571429,20.49005836222664,15.7881875,90.03542327880858,92.13433004,66.65962877,45.43565314285714,29.70610685857143,35.63385382,56.5,85,9.886714285714286,68.67338714285714,2.618571417672293,82.39209055900574,87.83215965543475,-0.3341899939945766,-0.6214601993560791,2.5,0.1508571428571429,8055.326167355559
Honduras,HND,Americas,Latin America and the Caribbean,9293695,72.36242857142857,5.256186212812151,13.82857142857143,20.83065999240249,16.2275615,88.44686998639789,93.24587676428571,78.97692669714286,46.57897790000001,25.25146669857143,36.14002951571429,60,95.71428571428571,8.848857142857144,64.53441,5.791428634098597,79.68681624957493,74.99255027089801,-0.454979487827846,-0.4743933337075369,3.625,0.1821224489795918,5222.159312333567
Hungary,HUN,Europe,Eastern Europe,9842927.57142857,75.70104529616725,5.36749758039202,2.5,26.2959229570034,0.34469835,100,99.97875223571428,97.99539725428572,78.69952268571429,17.13226833285714,45.57371058142857,70.5,99,5.157,99.60501714285714,6.957142898014616,88.62502745219639,60.04143783024379,0.573886615889413,0.7281515768596104,11.475,0.07314285714285715,27572.65030826365
Iceland,ISL,Europe,Northern Europe,333463,82.57630662020907,7.515274715423584,2.5,21.89293371954239,0.2404906,100,100.00000041,98.78307834,99.72584887142857,5.841888350571429,36.68430459714286,85.5,90.42857142857143,2.049285714285714,99.33696,4.097142900739398,97.5617253780365,93.17480325698853,1.389896052224295,1.314803940909249,8.93,0.02171428571428571,52617.60537410505
India,IND,Asia,Southern Asia,1322509659.714286,69.47871428571429,4.27967871938433,14.21428571428572,3.63965785698768,28.27298,87.2592239379883,88.12996208857143,56.71737418285714,34.09548968571428,88.08659611428571,61.98472436,56,86.28571428571429,9.990857142857143,86.33728714285715,5.402857031141007,59.33356710842678,79.0352497782026,0.4076305329799652,-1.024363466671535,5.54,0.1575918367346938,5450.400466025275
Indonesia,IDN,Asia,South-eastern Asia,258890888.7142857,69.64871428571429,5.267887115478516,7.285714285714286,6.381007751096583,31.49501,97.32594735281809,88.51034799428571,73.64000394714286,60.28692978571429,19.67474924285714,37.10705817428571,53,86.42857142857143,9.243142857142857,93.65704428571429,4.278571537562779,81.9783798285893,80.34548674310956,0.1280566262347358,-0.5087394416332245,0.585,0.311734693877551,10165.34605121087
"Iran, Islamic Rep.",IRN,Asia,Southern Asia,81566394.42857143,75.18671428571429,4.689759799412319,5.142857142857143,25.38644051135869,0.06302834,99.90332576206754,96.79976385,88.34678858571428,99.50635632857143,40.12576099142857,55.75196961142857,71.5,98.71428571428571,3.770428571428571,95.69602,11.6800000326974,63.34284033094134,73.55854511260986,-1.468559673854283,-1.067046880722046,1.02,0.08757142857142858,14566.50299919988
Ireland,IRL,Europe,Northern Europe,4716155,81.51602787456447,6.948065349033901,2.5,24.95224339823312,0.6016972,100,97.37171886285715,91.06072146857143,99.7036621,8.323857658285714,31.11871650428571,82,95.14285714285714,3.119285714285714,107.6872714285714,10.25285693577356,95.38785474640983,89.16107075554984,1.308053612709045,0.9535658700125558,12.675,0.05542857142857142,67142.49195452117
Israel,ISR,Asia,Western Asia,8386842.857142857,82.24668989547038,7.189803600311279,2.5,26.38510333116367,0.7736205,100,99.99999956571429,99.97333989,99.76008344285714,21.25090367285715,53.85682662285714,83.5,95.71428571428571,2.845,105.3631685714286,5.318571431296212,89.72611938204084,73.50336228098188,0.6959356154714312,-0.986999980040959,4.035,0.06071428571428572,37680.58511524396
Italy,ITA,Europe,Southern Europe,60411336.28571428,82.87142857142858,6.056125368390765,2.5,20.02526663806188,1.373145,100,99.90601444285714,99.88545912142857,99.48691737142858,17.17931132,51.67822082285714,81.5,95,2.857428571428572,105.8689428571429,11.55571406228203,90.74755311012268,59.63078311511448,0.9834334850311279,0.4080603037561689,7.715,0.07251020408163263,40911.56563045099
